Step	EvalLoss
100	9.469456672668457
200	8.7521333694458
300	8.327413558959961
400	7.923777103424072
500	7.545751571655273
600	7.136430263519287
700	6.7410569190979
800	6.440978527069092
900	6.256971836090088
1000	6.124355316162109
1500	5.760153293609619
2000	5.5482635498046875
2500	5.383220672607422
3000	5.2498016357421875
3500	5.145928859710693
4000	5.066898345947266
4500	4.976686000823975
5000	4.921268463134766
5500	4.852547645568848
6000	4.802158832550049
6500	4.7430100440979
7000	4.692192077636719
7500	4.643389701843262
8000	4.620116233825684
8500	4.589105129241943
9000	4.566323757171631
9500	4.525694847106934
10000	4.5090861320495605
11000	4.443491458892822
12000	4.41305685043335
13000	4.364633560180664
14000	4.3349456787109375
15000	4.306933403015137
16000	4.265509128570557
17000	4.235150337219238
18000	4.225173473358154
19000	4.212865829467773
20000	4.1909098625183105
21000	4.163435459136963
22000	4.141489505767822
23000	4.127126693725586
24000	4.109609127044678
25000	4.108511924743652
26000	4.0946736335754395
27000	4.090721607208252
28000	4.0602545738220215
29000	4.050178050994873
30000	4.033953666687012
31000	4.026741981506348
32000	4.016727924346924
33000	4.0127692222595215
34000	4.001719951629639
35000	3.985724925994873
36000	3.988060712814331
37000	3.9795968532562256
38000	3.973451852798462
39000	3.9735896587371826
40000	3.9630868434906006
41000	3.9571807384490967
42000	3.939798593521118
43000	3.9450252056121826
44000	3.937192440032959
45000	3.930305242538452
46000	3.9208056926727295
47000	3.9255309104919434
48000	3.902878999710083
49000	3.8970394134521484
50000	3.9037179946899414
51000	3.891462802886963
52000	3.8876779079437256
53000	3.881753444671631
54000	3.881415843963623
55000	3.8729138374328613
56000	3.875047206878662
57000	3.853360176086426
58000	3.8630378246307373
59000	3.8506548404693604
60000	3.85086989402771
61000	3.845241069793701
62000	3.8516042232513428
63000	3.8436975479125977
64000	3.8315863609313965
65000	3.8302829265594482
66000	3.829699754714966
67000	3.826824426651001
68000	3.825176954269409
69000	3.819361448287964
70000	3.8140368461608887
71000	3.814182996749878
72000	3.810391902923584
73000	3.7994964122772217
74000	3.801055908203125
75000	3.8015098571777344
76000	3.7994518280029297
77000	3.782005548477173
78000	3.775141954421997
79000	3.7722272872924805
80000	3.77913761138916
81000	3.765636444091797
82000	3.7691454887390137
83000	3.7685866355895996
84000	3.7718818187713623
85000	3.771404266357422
86000	3.7659645080566406
87000	3.757941961288452
88000	3.7566494941711426
89000	3.744241952896118
90000	3.746083974838257
91000	3.74664044380188
92000	3.743164539337158
93000	3.7426681518554688
94000	3.7401278018951416
95000	3.7425167560577393
96000	3.740626811981201
97000	3.7459425926208496
98000	3.7375290393829346
99000	3.73868465423584
100000	3.731167793273926
110000	3.718247175216675
120000	3.7009832859039307
130000	3.6885485649108887
140000	3.6741905212402344
150000	3.6669445037841797
160000	3.6586947441101074
170000	3.657770872116089
180000	3.6389577388763428
190000	3.6227729320526123
200000	3.6193854808807373
210000	3.6150834560394287
220000	3.6086671352386475
230000	3.5908010005950928
240000	3.5938405990600586
250000	3.5893144607543945
260000	3.584547519683838
270000	3.58223557472229
280000	3.570568799972534
290000	3.5591838359832764
300000	3.564642906188965
310000	3.5570785999298096
320000	3.554556369781494
330000	3.552171230316162
340000	3.545639753341675
350000	3.5404021739959717
360000	3.5394251346588135
370000	3.544639825820923
380000	3.536351203918457
390000	3.5278375148773193
400000	3.5262064933776855
410000	3.5279507637023926
420000	3.5199432373046875
430000	3.5079562664031982
440000	3.513955593109131
450000	3.5120766162872314
460000	3.5105435848236084
470000	3.5096094608306885
480000	3.499845027923584
490000	3.495199203491211
500000	3.498659372329712
510000	3.494696617126465
520000	3.4919958114624023
530000	3.4910519123077393
540000	3.4869117736816406
550000	3.4848756790161133
560000	3.483663558959961
570000	3.4871249198913574
580000	3.4816484451293945
590000	3.472522497177124
600000	3.4729368686676025
610000	3.4751391410827637
620000	3.4699900150299072
630000	3.4633336067199707
640000	3.465127468109131
650000	3.4639270305633545
660000	3.464855909347534
670000	3.462479829788208
680000	3.456491470336914
690000	3.450002431869507
700000	3.45489764213562
710000	3.450488805770874
720000	3.4486443996429443
730000	3.448087692260742
740000	3.4447848796844482
750000	3.443002223968506
760000	3.44307279586792
770000	3.4456634521484375
780000	3.44271183013916
790000	3.4351305961608887
800000	3.4360532760620117
810000	3.435944080352783
820000	3.432267665863037
830000	3.428956985473633
840000	3.4280788898468018
850000	3.4284470081329346
860000	3.427964210510254
870000	3.4273784160614014
880000	3.4231371879577637
890000	3.4177119731903076
900000	3.4190526008605957
910000	3.418672800064087
920000	3.4170453548431396
930000	3.4161219596862793
940000	3.412670612335205
950000	3.4131336212158203
960000	3.412069320678711
970000	3.411952495574951
980000	3.410773515701294
990000	3.4100046157836914
1000000	3.4094104766845703
