Token	CountPerThousand	MeanSeqLen	UnidirectionalMeanSeqLen
▁fresh	0.059166353715437936	45.44738164420073	24.095864374194395
sleeved	0.003389207162341954	49.717772692601066	26.338291380625478
▁grey	0.051702859377008324	47.74914372859322	23.588089702242556
▁fleece	0.0014864943694482256	49.202608695652174	26.686086956521738
▁quasi	0.0013985973110808522	60.44177449168207	31.268022181146026
fact	0.005750794304065352	53.819510002247696	29.83164756124972
▁playing	0.09260730661282493	47.17413879738708	24.630464519010665
▁sebastian	0.02981390663593332	37.37923260351182	17.433080424886192
▁internet	0.014870114109680336	50.895949235048676	27.48626564673157
▁anonymity	0.0013275041021072415	46.13826679649465	25.323271665043816
▁sp	0.016821945846955833	55.80820654679576	27.948670662363607
ens	0.01536130355349801	54.893975092561426	28.35148098283406
field	0.024107060861051657	60.13656836461126	31.07656836461126
▁fault	0.04649237346114241	35.86693727758007	19.731566948398576
▁paused	0.08386025670147176	33.52579496585847	14.632227137506359
▁evaluate	0.002599426240835114	55.31675783192441	28.208354052710096
▁gate	0.04560564725467156	46.041069100391134	24.867354458364037
▁square	0.04817017319291963	54.00815756990286	28.348279933451405
▁tube	0.013095369092939107	49.11578323956174	26.16059618991215
▁cross	0.06500892288926922	50.1277116099656	25.88948760264848
ection	0.004169939857252152	52.86422814631122	29.032238065716058
▁peaceful	0.013338378607248904	44.1362535129373	23.708886520011628
▁relaxing	0.00823130099534461	40.7339824120603	21.52795226130653
▁asleep	0.0544535202623873	40.06250148360909	21.870059581740925
▁breathing	0.07124702882575369	38.85217438632776	20.511330031386635
usually	0.00198026902086494	48.57310704960835	22.363577023498696
▁eat	0.09494562688615696	38.49341755952786	20.97161450179026
▁bossy	0.0027997798297607446	35.35087719298246	18.17405355493998
▁type	0.05463319219052061	49.08671272417546	25.287654379406614
ir	0.024553009171886124	57.391839957883654	29.03521979468281
go	0.08562983130301491	44.37452827340519	21.958231440388854
▁greatest	0.022465454035661008	56.47571921749137	29.767203682393557
▁triumph	0.008938355273682155	49.00983369486623	26.887346348517717
▁biology	0.0035792199208714228	52.0433369447454	27.209461899602744
▁hygiene	0.0013236262907086807	51.0087890625	28.80859375
▁diet	0.00989100427392854	53.072399372713015	27.916492420282278
▁antibiotics	0.0016506550519872903	46.23570869224746	24.86139389193422
▁breakthrough	0.0024249247278998877	58.98454157782516	29.297441364605543
▁battles	0.009778547743370284	54.07376074025116	28.348711169861204
▁smallpox	0.000935845150852622	61.853591160220994	33.85497237569061
▁tuberculosis	0.0007238581277313098	63.332142857142856	33.85178571428571
▁malaria	0.0011723916461648179	61.89636163175303	31.971334068357223
▁cancer	0.013232385095688247	49.83901533652437	27.538438995799552
▁aids	0.0038403258883745023	59.405250757320765	32.607539548973406
▁flu	0.010293004055579322	54.3877935451463	27.36795177696848
▁remain	0.039464486603151105	48.071664865218956	25.885657200877798
▁surgeon	0.0063104917492575975	51.14911921343712	25.697664891437935
▁doctors	0.015614653898203969	44.7466059602649	21.730546357615893
▁tightened	0.03921759927744275	33.6082729070534	15.864963744232037
▁tense	0.027634576629942273	38.261284437999905	19.453295289770335
▁murmur	0.009367499735122862	38.455912791499934	20.037394784048573
▁lee	0.030752336994384986	48.75280568282123	23.087764280610315
▁frantic	0.012547305081942543	41.176882661996494	20.977954053775626
▁finished	0.11150646676560971	44.0666550744798	21.080774358082653
▁wiping	0.014652956671360943	39.620501058574455	20.135056457304163
ter	0.04272443338554104	53.459232142316885	27.179136538286993
ware	0.005484517921364192	50.57883572943672	27.32147065755362
▁casey	0.010966450635129344	36.62553041018388	17.09016973125884
▁sighed	0.11599309455374432	27.52522956227155	13.0315815280378
▁allison	0.010389949340543336	37.03595421746703	16.73127643692461
▁relax	0.02822271135872396	35.70555097554273	19.382202070165796
▁touched	0.09061411155396479	37.653975635502555	18.696984394168496
▁willingly	0.00856608537942034	41.33257884412253	21.926663648709823
▁edward	0.02637945834060816	52.73549588396707	24.419639357114857
▁aidan	0.01707271098406275	33.74659297395518	15.560872198667473
▁sweat	0.04790389681021846	41.14600647598489	21.327576902320562
made	0.008979718595266802	48.03080466388369	25.494458039441486
▁tugged	0.028304145398093734	36.49239621866009	16.529889939261086
▁combat	0.02114441295255137	57.06094877124343	31.12587113339039
seal	0.001193073306957141	44.85807150595883	23.693391115926328
▁fingertips	0.021264625105906744	40.21390796912042	21.85313962677041
▁shined	0.00263820435482072	40.00538951494366	19.507594316511515
▁diamonds	0.007749159778123575	48.13227689741451	26.67556296914095
▁inspired	0.014549548367399327	65.13192963752665	30.975213219616204
▁upright	0.01804991945650002	41.40124606130049	22.29447149813807
▁barry	0.008974548180068721	49.253204666570646	22.445052570934756
▁fraction	0.007208851389924133	46.620943159404696	23.90048413125336
▁return	0.11596336466635535	47.75365889001594	25.873128755029928
su	0.01615754749400245	61.16264	30.63584
▁renew	0.0020397287956428695	54.08491761723701	29.221799746514577
speed	0.0026214005054269575	46.10897435897436	24.23076923076923
▁ethan	0.06466638288239637	36.504417526185335	16.641800591668666
▁cave	0.034758116169098074	44.457828188917816	24.465823726292303
▁drifting	0.011364572605381564	46.06119199272066	24.2024567788899
▁h	0.07284856493335921	61.68316831683168	31.970385748252244
▁parted	0.02135639997567268	40.33664205302021	19.584917080256627
▁sagged	0.006236813332684946	33.601865284974096	16.35523316062176
▁mech	0.0024494842000907717	42.985224274406335	21.51609498680739
▁commission	0.0150342747922194	67.10429025879117	33.05597111168429
▁excellent	0.017810787753588783	42.53690398432397	21.833006749401264
▁female	0.056052471162393785	48.0716723549488	24.941795037358176
▁hi	0.03155245874628799	40.73392052437526	19.20446538303974
ja	0.02849157294902416	55.635468650757645	27.402095998548226
b	0.07070672043755424	58.46183799199284	29.896235900623388
ity	0.0544599832813849	56.91851799107567	31.43762460837368
▁cli	0.0036179980348570286	57.74955341193283	29.68524473026081
▁sliced	0.010695003837230103	41.520183708000964	20.55789219240996
▁sit	0.11661871479271209	40.26014187541565	19.709742850809132
▁serenely	0.0010379608510147173	41.9626400996264	23.242839352428394
▁clarissa	0.003804132981987937	34.65069656812776	16.054026503567787
▁commanded	0.017989167077922568	44.17805561543436	22.174175468851047
▁melba	0.0008712149608766121	39.531157270029674	18.316023738872403
▁k	0.04199411223881213	58.59809775917262	28.029303127308545
▁gathered	0.04111126384373984	45.53214903317088	21.255934601477755
▁deck	0.04197213797422029	48.86954513257984	26.47260632564442
want	0.009512271360669122	29.1182225845903	13.888707704851203
▁sheen	0.005116125838500936	45.35068216270844	23.626831733198586
▁framed	0.01054247658888672	47.10679254536537	23.89296223639039
▁bottomless	0.0014774461428515842	47.84689413823272	26.704286964129484
▁grand	0.044833962786358	53.35684013262217	27.297131324780164
▁greet	0.011638604610879845	42.55319857840959	23.64504664593514
▁dinosaur	0.0028501913779420325	56.439909297052154	29.99546485260771
looks	0.0070834688213706745	31.572627737226277	11.793795620437956
▁bigger	0.03430053442406792	41.767334941211935	22.03956888754899
▁dick	0.029175360358970344	42.10947676221701	22.155730805015285
▁marshall	0.013823105032068976	45.75247802506078	21.021226856181038
▁cara	0.014817117353900008	41.082351914856496	19.057925499432958
▁niol	0.0022116451009790553	28.141437755698423	12.839859731151373
▁trespassing	0.0016260955797964066	39.47456279809221	22.105723370429253
▁turf	0.0029367958325098855	50.798415492957744	28.444542253521128
▁partner	0.030369726269727008	44.381996169397745	23.720025537348373
▁cliche	0.0026459599776178415	49.36199316072301	26.43820224719101
▁perfect	0.11464620139464426	39.82233296502582	21.393217128554355
▁nevertheless	0.012288784322038504	56.51856526769748	22.477332491848113
stone	0.01788446617016143	53.60703960682278	27.924183289968198
▁brisk	0.004703785226453994	45.568013190436936	23.540533113492717
▁pace	0.03633509280451271	44.26933475631448	23.33888295980078
▁jenny	0.022331023240510908	38.7849617967122	17.543818013429036
▁babbling	0.0030544227782662234	40.25306813372831	21.18027930596699
▁yelling	0.017496685030305374	39.343380614657214	20.789228723404257
▁dimly	0.006367366316436486	46.2673568818514	21.420422249289484
▁inter	0.019803982812448925	62.093335944128974	31.046667972064487
wo	0.005481932713765151	54.241216694175904	26.455317142183446
▁nature	0.04872599282671331	52.66619800509338	28.407231536502547
▁worlds	0.015994679415262905	50.30871181509617	27.91595280426701
el	0.05861311928924329	52.16092182159003	25.68975631271364
▁princess	0.034254000687285194	42.006981132075474	21.99901886792453
▁honestly	0.02789309738984631	36.38231614069234	15.681217850688169
▁betray	0.007564317434792188	38.833219412166784	21.512474367737525
▁courage	0.020087063044543847	44.52136422136422	23.66956241956242
▁grant	0.03596799332544898	48.14285200891253	23.13501760943003
▁sweetheart	0.01793617032214224	30.95005765350245	17.03120495820121
▁frightening	0.010789363914595076	42.12986701809033	23.126272912423627
▁tensed	0.016519476557868104	32.83638497652582	15.436697965571206
▁underneath	0.03244564797175644	44.2004701007928	24.68120792000319
▁hoodie	0.0034706412017117263	42.1903165735568	22.575791433891993
▁friday	0.023101415105024944	44.227842435094004	21.98265443151298
▁marcus	0.024627980192258297	38.32089434734687	17.404608198184015
▁excited	0.03853122665989753	38.69754101110403	19.72920929920494
▁stacy	0.005620241320313813	37.474471021159154	17.12189512419503
mr	0.01331511173885754	35.2795845063586	14.704980099019513
▁jennings	0.0021780374021915304	54.227299703264094	25.011275964391693
▁seriously	0.04816371017392203	36.17286170526824	18.68202678403693
▁attorney	0.013003594223173173	52.2537773359841	25.557952286282305
▁advise	0.004830460398806973	45.624565159218626	22.226652394969225
▁commonwealth	0.003928222946741876	73.2662059888121	38.581112207963145
▁add	0.033049293946132374	46.290323842302875	22.952401439299123
▁reckless	0.006050678385554038	43.859431745353554	23.142063661610766
▁endanger	0.0023628797455229186	44.665754923413566	25.366520787746172
▁aggravated	0.0020539474374375918	41.881057268722465	20.638137193203274
▁buck	0.012191839037074489	45.504664970313826	22.55258693808312
eyes	0.003349136444556828	41.13353917406407	21.37475878039367
▁controlled	0.01799692270071969	51.024707318824966	27.07591754650578
▁score	0.021855345042287474	60.76259758694109	31.279867518334516
▁45	0.01159594868549568	69.52569390257496	35.1662022071118
▁field	0.07192176800910323	53.34744163476573	28.952696752394818
▁goal	0.028123180866160905	59.3329503148412	31.022475525118352
▁36	0.009279602676755488	69.69494358545758	34.71110182476668
▁touchdown	0.00428110378401089	67.06038647342996	37.5
▁troy	0.008974548180068721	41.89629843007346	19.62912285755437
io	0.012601594441522392	60.73392142783875	30.739870755974973
▁holmes	0.003487445051105489	53.973684210526315	26.384358784284654
▁tie	0.032010040491318136	45.710103375868194	24.33875787433371
▁10.	0.00626008020107631	72.30704109023333	38.21391699359901
▁goals	0.013806301182675213	64.91751708641513	34.186218518865275
▁prayer	0.014314294475886651	47.86581181145024	25.434711937872493
▁recited	0.0021547705338001667	47.680263947210555	21.941811637672465
▁rituals	0.003078982250457107	54.12972292191436	28.863140218303947
▁stopping	0.03128747496738635	42.03747159677753	22.111010121875644
▁bidding	0.004199669744641117	47.06955986457371	26.215143120960295
▁buzzing	0.008756098137949808	41.894449365219955	21.74726896958961
maybe	0.059282688057394756	30.099797222161655	11.323179905370342
▁hmm	0.009269261846359325	25.532980058569237	11.67494073350997
▁general	0.08426354908692206	59.69353725321757	29.409486263019836
▁temptation	0.007794400911106782	43.354228855721395	22.677446102819236
▁solace	0.002919991983116123	45.99867197875166	24.776892430278885
:00	0.006309199145458077	43.860069657857	21.293177627535343
▁gee	0.0037136507160215235	42.50817960320223	19.00522102332057
▁dunno	0.0031461976480321573	26.085456039441247	11.162695152013146
▁maam	0.005045032629527325	26.553676658980272	13.171919036638483
▁laurence	0.013684796425520316	71.78794748276188	31.487201284594313
▁hammond	0.0038791040023601086	58.069976674441854	26.59346884371876
▁incredulous	0.0046326920174803825	28.860212053571427	15.088727678571429
▁staggering	0.004796852700019448	45.828617623282135	23.984101320398814
▁sedan	0.004453020089347075	45.24760522496371	23.875761973875182
chair	0.0012085845525513833	52.973262032085564	27.35614973262032
▁palace	0.029639405122998095	52.02289576973397	28.261753161796772
▁permission	0.020278368406872836	46.563169301376846	25.82158337582866
▁horns	0.00857254839841794	48.66194209891435	25.697225572979495
met	0.006117893783129088	54.01859285865202	27.433551658567506
▁stra	0.00685597055265512	61.216440422322776	29.663838612368025
cy	0.016357901082928082	59.03255630185697	30.78798893717898
▁r	0.03781512415496334	62.98441292086823	30.826388651512563
ged	0.00408850581788238	50.552007587733165	26.4571609231742
din	0.01220347247127017	55.43883063234827	28.10041309183349
▁english	0.05589606610265184	58.195962352288234	30.30178294752908
▁herald	0.006123064198327169	61.69664344521849	29.9339244247414
elf	0.0010366682472151972	52.18703241895262	25.928927680798004
rith	0.002472751068482135	53.35023523261892	27.77626764244642
▁sipped	0.01199665586334694	34.9636892576231	15.685809718780304
▁cooing	0.0009849640952343895	45.43569553805774	24.486876640419947
▁noise	0.06110655201851775	42.527795405508314	22.012924652028598
▁produced	0.03542251452205145	63.323055028462996	30.42015764122026
