Step	EvalLoss
100	10.311741269867996
200	10.303858263739224
300	10.286943106815732
400	10.221523942618534
500	8.91546104694235
600	8.021598552835398
700	7.589746935614224
800	7.321057549838362
900	7.149266736260776
1000	7.036735271585399
1500	6.838998202619882
2000	6.794968177532327
2500	6.777437933560075
3000	6.7700305807179415
3500	6.759924000707166
4000	6.7501636373585665
4500	6.72784792143723
5000	6.618521328630118
5500	6.526558711610991
6000	6.407699058795798
6500	6.237971864897629
7000	6.114837646484375
7500	6.014597925646552
8000	5.915212170831088
8500	5.828362300478179
9000	5.744344250909213
9500	5.66210621800916
10000	5.600131856984105
10500	5.538473195043103
11000	5.473426555765086
11500	5.433135986328125
12000	5.400532689587823
13000	5.335533931337554
14000	5.2847095357960665
15000	5.238796365672145
16000	5.193021050814925
17000	5.149646101326778
18000	5.122808522191541
19000	5.0933553761449355
20000	5.0643331593480605
21000	5.031807208883351
22000	5.008673832334321
23000	4.978033657731681
24000	4.952811405576509
25000	4.935337461274246
26000	4.919294159987877
27000	4.903663372171336
28000	4.875539319268588
29000	4.859282394935345
30000	4.842168347588901
31000	4.826820636617726
32000	4.81152396366514
33000	4.800679700127963
34000	4.785330410661368
35000	4.7707845753636855
36000	4.760493837553879
37000	4.750967617692618
38000	4.740495352909483
39000	4.733192706930226
40000	4.721668111866918
41000	4.708506617052802
42000	4.693205734779095
43000	4.689465226798222
44000	4.679461775154903
45000	4.673180415712554
46000	4.661722117456897
47000	4.659400676858836
48000	4.640325085870151
49000	4.635220757846175
50000	4.629310344827586
51000	4.620637564823546
52000	4.609118757576778
53000	4.602057621396821
54000	4.601705090752963
55000	4.592035227808459
56000	4.584215361496498
57000	4.579167333142511
58000	4.571577927161908
59000	4.569622697501347
60000	4.562583134092134
61000	4.5554393899851835
62000	4.558414853852371
63000	4.545726907664332
64000	4.54443359375
65000	4.532608558391702
66000	4.5293121337890625
67000	4.5240020751953125
68000	4.521810071221713
69000	4.515212486530173
70000	4.50603879731277
71000	4.502119393184267
72000	4.49981794686153
73000	4.493764416924838
74000	4.487473586509967
75000	4.486422834725215
76000	4.480799181707974
77000	4.475465445682921
78000	4.4700601511988145
79000	4.463627256196121
80000	4.458114097858298
81000	4.453034499595905
82000	4.4495823301118
83000	4.450613613786368
84000	4.447314558358028
85000	4.447404006431842
86000	4.440909550107759
87000	4.435637375404095
88000	4.432243084085399
89000	4.423552414466595
90000	4.41998185782597
91000	4.42041068241514
92000	4.417937180091595
93000	4.412570558745285
94000	4.410087322366649
95000	4.412204347807785
96000	4.405508370235048
97000	4.406961638351967
98000	4.3995250833445585
99000	4.400490070211476
100000	4.395270512021821
110000	4.368666813291353
120000	4.345050680226293
130000	4.324653099323141
140000	4.302991406670932
150000	4.283429902175377
160000	4.272381749646417
170000	4.259087398134429
180000	4.242302204000539
190000	4.2275585306101835
200000	4.2165635207603716
210000	4.210579707704741
220000	4.200664914887527
230000	4.185964123956088
240000	4.182063661772629
250000	4.170708491884429
260000	4.1654465774009966
270000	4.159288866766568
280000	4.1505453175511855
290000	4.142713349441002
300000	4.1400470075936155
310000	4.133936125656654
320000	4.12994647848195
330000	4.125328853212554
340000	4.116931257576778
350000	4.111911115975215
360000	4.108561022528287
370000	4.107992238011853
380000	4.1016211674131196
390000	4.095959630505792
400000	4.089032403353987
410000	4.090729549013335
420000	4.085120628620016
430000	4.0802067723767514
440000	4.081135716931573
450000	4.0737807175208784
460000	4.071754192483836
470000	4.070783680882947
480000	4.066877167800377
490000	4.061613674821524
500000	4.061679182381465
510000	4.059847864611395
520000	4.059488756903287
530000	4.056560910981277
540000	4.0523352787412446
550000	4.048347999309671
560000	4.0493490284886855
570000	4.048326952704068
580000	4.046059707115436
590000	4.041739628232759
600000	4.037241968615302
610000	4.039484221359779
620000	4.0372685399548764
630000	4.0337590184705014
640000	4.034764783135776
650000	4.029959579993939
660000	4.029561799148033
670000	4.029571533203125
680000	4.027289028825431
690000	4.0240670565901135
700000	4.02490313299771
710000	4.022690871666217
720000	4.023325689907732
730000	4.022199959590517
740000	4.01946705785291
750000	4.01757470492659
760000	4.0188014589507
770000	4.01818873964507
780000	4.01684912319841
790000	4.015392698090652
800000	4.013257256869612
810000	4.014480064655173
820000	4.012359882223195
830000	4.010965544601967
840000	4.011871864055765
850000	4.009108707822603
860000	4.008142405542834
870000	4.0089566460971175
880000	4.0081460886988145
890000	4.0063589688005115
900000	4.006581273572198
910000	4.006665723077182
920000	4.006956429317079
930000	4.006372122929014
940000	4.004877550848599
950000	4.004738643251616
960000	4.00524954960264
970000	4.005170098666487
980000	4.00427561792834
990000	4.004805203141837
1000000	4.0042574652310075
